file_name,add,Domain,Phyla,CARD,CAT,Comment,HORTUS,Latin_name,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,CAT_NL_descriptie,English_name
100-animalia-andean-condor,,,,Vertebrates,Birds and Dinosaurs,,,Vultur gryphus,,"""<p>Found in the Andes mountains and adjacent Pacific coasts of western South America, the Andean condor is the largest flying bird in the world by combined measurement of weight and wingspan.</p> 
<p>Sometimes have a hard time staying aloft when in flight, due to their enormous weight. That is why this bird prefers windy areas, where it can glide effortlessly on the air currents.</p> 
<p>Andean Condors only produce one egg every two years, Baby Condors usually leave their parents in their second year of life and take 6-8 years to reach full adulthood. It is an endangered species.</p>""",https://www.youtube.com/watch?v=GpYoW4gTZKw,https://www.youtube.com/watch?v=_XtUIyavc8k,Condor andino,"""Vive sulle montagne delle Ande e sulle coste del Pacifico del Sud America occidentale. Il condor andino è il più grande uccello volante del mondo in base alla misurazione combinata di peso e apertura alare.
A volte hanno difficoltà a restare in volo a causa del loro enorme peso. Ecco perché predilige le zone ventose, dove può planare senza sforzo sulle correnti d’aria.
I condor andini producono solo un uovo ogni due anni, i piccoli si staccano i genitori nel secondo anno di vita e impiegano 6-8 anni per raggiungere la piena età adulta. È una specie in pericolo di estinzione.""",,100,Andescondor,"""<p>De Andescondor, die voorkomt in het Andesgebergte en de aangrenzende kusten van de Stille Oceaan in het westen van Zuid-Amerika, is de grootste vliegende vogel ter wereld door de gecombineerde meting van gewicht en spanwijdte.</p> <p>Soms hebben ze het moeilijk om in de lucht te blijven door hun enorme gewicht. Daarom geeft deze vogel de voorkeur aan winderige gebieden, waar hij moeiteloos kan zweven op de luchtstromen.</p> <p>Andescondors produceren maar één ei per twee jaar. Babycondors verlaten hun ouders meestal in hun tweede levensjaar en het duurt 6-8 jaar voordat ze volwassen zijn.</p> <p> Het is een bedreigde diersoort.</p>""",,Andean condor
101-animalia-chordata-aves-Flamingo,,,,Vertebrates,Birds and Dinosaurs,,,Phoenicopterus roseus,,"""<p>It is found in Africa, the Indian subcontinent, the Middle East, and southern Europe.</p>
<p>The pink colour of flamingos is a result of the beta-carotene found in the crustaceans and plankton that flamingos eat for food.</p>
<p>It is not fully known why flamingos usually stand on one leg.</p> <p> Some theories suggest that standing on one leg allows flamingos to conserve more body heat.</p>
<p>Other theories suggest that it is a way of conserving their energy since they can stand steady on one leg without any physical effort.</p> <p> The real reason why flamingos love standing on one foot is unclear.</p>""",https://www.youtube.com/watch?v=udqC_ZP8ZIE,https://www.youtube.com/watch?v=udqC_ZP8ZIE,Fenicottero rosa,"""Si trova in Africa, nel subcontinente indiano, nel Medio Oriente e nell’Europa meridionale.
Il colore rosa è il risultato del beta-carotene presente nei crostacei e nel plancton di cui si cibano.
Non si sa bene perche’ i fenicotteri stiano spesso su una gamba sola.
Alcune teorie suggeriscono che sia per sisperdere meno calore corporeo. 
Altre teorie suggeriscono che sia un modo per risparmiare energia poiché possono stare fermi su una gamba senza alcuno sforzo. 
Il vero motivo non si sa.""",,101,Roze flamingo,"""<p>Hij komt voor in Afrika, het Indiase subcontinent, het Midden-Oosten en Zuid-Europa.</p> <p>De roze kleur van flamingo’s is een gevolg van de bètacaroteen die voorkomt in de schaaldieren en plankton die flamingo’s als voedsel eten.</p> <p> Het is niet helemaal bekend waarom flamingo’s meestal op één poot staan. Sommige theorieën suggereren dat flamingo’s door op één poot te staan meer lichaamswarmte kunnen bewaren. Andere theorieën suggereren dat het een manier is om energie te besparen, omdat ze stevig op één poot kunnen staan zonder enige fysieke inspanning. De echte reden waarom f lamingo’s zo graag op één poot staan is onduidelijk.</p>""",,Pink flamingo
102-animalia-chordata-mammifera-ornytorincus,,,,Vertebrates,Monotremes and Marsupials,,,Ornithorhynchus anatinus,"""<p> MONOTREMES mammals that lay eggs, and females nurse their young with milk, they live in Madagascar, South America and Australia.</p> 
<p>MARSUPIALS mammals that carry the young in a pouch. All extant marsupials are endemic to Australasia, Wallacea and the Americas.</p>""","""<p>It is a semi-aquatic, egg-laying mammal endemic to eastern Australia.</p>
<p>Together with the four species of echidna, it is one of the five extant species of monotremes, the only mammals that lay eggs instead of giving birth to live young.</p>
<p>It is one of the few species of venomous mammals, as the male platypus has a spur on the hindfoot that delivers a venom, capable of causing severe pain to humans.</p>
<p>The European naturalists to examine a preserved platypus body (in 1799) judged it a fake, made of several animals sewn together.</p>""",https://www.youtube.com/watch?v=Wh2du5SOjmY,https://www.youtube.com/watch?v=QNoQvjlmGdk,Ornitorinco,"""È un mammifero semiacquatico che depone uova, endemico dell’Australia orientale.
Insieme alle quattro specie di echidna, è una delle cinque specie esistenti di monotremi, gli unici mammiferi che depongono le uova invece di dare alla luce piccoli vivi.
È una delle poche specie di mammiferi velenosi: il maschio dell’ornitorinco ha uno sperone sul retro del piede che rilascia un veleno capace di causare forti dolori all’uomo.
I naturalisti europei, dopo aver esaminato un corpo di ornitorinco conservato (nel 1799), lo giudicarono un falso, composto da diversi animali cuciti insieme.""","MONOTREMI Mammiferi le cui femmine depongono le uova e allattano i piccoli, vivono in Madagascar, America del Sud e Australia.
MARSUPIALI mammiferi che trasportano i piccoli in una sacca. Tutti i marsupiali esistenti sono endemici dell’Australasia, della Wallacea e delle Americhe.",102,Vogelbekdier,"""<p>Het is een semi-aquatisch, eierleggend zoogdier dat endemisch is in Oost-Australië.</p> <p> Samen met vier soorten mierenegels is het een van de vijf bestaande soorten monotremes, de enige zoogdieren die eieren leggen in plaats van levende jongen voort te brengen.</p> <p> Het is een van de weinige soorten giftige zoogdieren, aangezien het mannelijke vogelbekdier een spoor op de achtervoet heeft dat een gif afgeeft dat bij mensen ernstige pijn kan veroorzaken.</p> <p> De Europese natuuronderzoekers die in 1799 een bewaard gebleven lichaam van een vogelbekdier onderzochten, oordeelden dat het nep was, gemaakt van verschillende aan elkaar genaaide dieren.</p>’’","“<p>MONOTREMEN: zoogdieren die eieren leggen en vrouwtjes die hun jongen met melk voeden, ze leven in Madagaskar, Zuid-Amerika en Australië.</p> <p> MARSUPIALIA: Zoogdieren die hun jongen in een buidel dragen. Alle nog bestaande buideldieren komen voor in Australazië, Wallacea en Noord- en Zuid-Amerika.</p>''",Platypus
103-animalia-chordata-mammifera-koala,,,,Vertebrates,Monotremes and Marsupials,,,Phascolarctos cinereus,,"""<p>Koalas survive only eat eucalyptus leaves, up to a kilogram a day! Pretty impressive, considering that eucalyptus to most animals is poisonous.</p> <p> However, they are picky eaters: they feed on only the top juicy leaves of the tallest trees of less than 50 of over 700 eucalyptus species.</p> <p> Koalas sleep 18-20 hours a day: they need to preserve their energy because eucalyptus is so super-low in nutrients.</p>""",https://www.youtube.com/watch?v=eF8txWQZdCA,https://www.youtube.com/watch?v=eF8txWQZdCA,Koala,"""I koala sopravvivono mangiando solo foglie di eucalipto, fino a un chilogrammo al giorno! 
L’eucalipto è velenoso per la maggior parte degli animali. 
Sono schizzinosi: si nutrono solo delle foglie più succose degli alberi più alti di meno di 50 delle oltre 700 specie di eucalipto. I koala dormono 18-20 ore al giorno: hanno bisogno di preservare le energie perché l’eucalipto è estremamente povero di nutrienti.""",,103,Koala,"""<p>Koala's overleven door alleen eucalyptusbladeren te eten, tot wel een kilo per dag! Behoorlijk indrukwekkend, als je bedenkt dat eucalyptus voor de meeste dieren giftig is.</p> <p>Het zijn echter kieskeurige eters: ze voeden zich alleen met de bovenste sappige bladeren van minder dan 50 van de ruim 700 eucalyptussoorten.</p> <p>Ze slapen 18 tot 20 uur per dag: ze moeten hun energie behouden omdat eucalyptus zo weinig voedingsstoffen bevat.</p>""",,Koala
104-animalia-chordata-grey-kangaroo,,,,Vertebrates,Monotremes and Marsupials,,,Macropus giganteus,,"""<p>Kangaroos are the worlds largest living marsupials.</p> <p> Eastern grey kangaroos move by hopping, usually going about 9 meters every hop.</p> <p> Male kangaroos sometimes fight over potential mates. They often lean back on their sturdy tail and “box” each other with their strong hind legs.</p>""",https://www.youtube.com/watch?v=RwwgbVHE8Dk,https://www.youtube.com/watch?v=RwwgbVHE8Dk,Canguro Grigio,"""I canguri sono i marsupiali viventi più grandi del mondo. 
I canguri grigi orientali si muovono saltellando, di solito percorrendo circa 9 metri ogni salto. I canguri maschi a volte combattono per le potenziali compagne.
Spesso si appoggiano all’indietro sulla coda e si “scalciano” a vicenda con le zampe posteriori.""",,104,Grijze reuzenkangoeroe,"""<p>Kangoeroes zijn 's werelds grootste levende buideldieren.</p> <p> Grijze reuzenkangoeroes bewegen zich voort door te springen, meestal tot ongeveer 9 meter per sprong.</p> <p> Mannelijke kangoeroes vechten soms om potentiële partners. Ze leunen achterover op hun stevige staart en 'boksen' met elkaar met hun sterke achterpoten.</p>""",,Grey cangaroo
105-animalia-chimpanzee,,,,Vertebrates,Primates,,,Pan troglodytes,"""<p>Primates are mammals.</p> <p> Compared with other mammals they have large brains (relative to body size), better eyesight, but a worse sense of smell.</p> <p> Thousands of non-human primates are used in research because of their psychological and physiological similarity to humans.</p>""","""The chimpanzee lives in groups that range in size from 15 to 150 members. They live in a strict male-dominated hierarchy, where disputes are generally settled without the need for violence. Biologically, chimpanzees are more closely related to humans than they are to gorillas.""",https://www.youtube.com/watch?v=wmStqt_0Ja4,https://www.youtube.com/watch?v=wmStqt_0Ja4,Scimpanzé,"""Lo scimpanzé vive in gruppi di dimensioni variabili tra i 15 e i 150 membri. Vivono in una rigida gerarchia dominata dai maschi, dove le controversie vengono in genere risolte senza bisogno della violenza. 
Dal punto di vista biologico, gli scimpanzé sono più strettamente imparentati con gli esseri umani che con i gorilla.""","I primati sono mammiferi. Hanno un cervello grande (rispetto alle dimensioni del corpo), una vista migliore, ma un senso dell’olfatto peggiore se si comparano con gli altri mammiferi. 
Migliaia di primati non umani vengono utilizzati nella ricerca scientifica a causa della somiglianza psicologica e fisiologica con gli esseri umani.",105,Chimpansee,"""<p>De chimpansee leeft in groepen die variëren in grootte van 15 tot 150 leden. </p> <p>Ze leven in een strikte, door mannen gedomineerde hiërarchie, waarbij geschillen meestal zonder geweld worden bijgelegd.</p> <p>Biologisch gezien zijn chimpansees nauwer verwant aan de mens dan aan de gorilla.</p>""","“<p>Primaten zijn zoogdieren.</p> <p> Vergeleken met andere zoogdieren hebben ze grote hersenen (in verhouding tot de lichaamsgrootte), een beter gezichtsvermogen, maar een slechter reukvermogen.</p> <p> Duizenden niet-menselijke primaten worden gebruikt in onderzoek vanwege hun psychologische en fysiologische gelijkenis met mensen.</p>”",Chimpanzee
106-animalia-homosapiens,,,,Vertebrates,Primates,,,Homo sapiens sapiens,,"""<p>Human is the most abundant and widespread species of primate.</p>
<p>The modern human did not evolve directly from the apes alive today, but rather we share a common ancestor.</p>
<p>Only 43% of your body is made up of human cells, the rest is a mix of bacteria, viruses and fungi that combine to make your microbiome.</p>
<p>We’re still adapting to cope with the world around us, and how scientists track the ongoing evolutions in human genes. The gene for lactose tolerance has spread rapidly in the past 100 generations allowing more of us to drink cow’s milk.</p>""",https://www.youtube.com/watch?v=ehV-MmuvVMU,https://www.youtube.com/watch?v=ehV-MmuvVMU,Umani,"""L’uomo è la specie di primati più abbondante e diffusa.
L’essere umano moderno non si è evoluto direttamente dalle scimmie viventi oggi, ma piuttosto condividiamo un antenato comune.
Solo il 43% del tuo corpo è costituito da cellule umane, il resto è un mix di batteri, virus e funghi che si combinano per formare il microbioma.
Ci stiamo ancora adattando per far fronte al mondo che ci circonda e gli scienziati monitorano le evoluzioni in corso nei geni umani. Il gene della tolleranza al lattosio si è diffuso rapidamente nelle ultime 100 generazioni, consentendo a molti di noi di bere latte vaccino.""",,106,Mens,""" <p>Het is de meest voorkomende en wijdst verspreide primatensoort.</p> <p> De moderne mens is niet rechtstreeks geëvolueerd van de apen die vandaag leven, maar we delen een gemeenschappelijke voorouder. </p> <p> Slechts 43% van je lichaam bestaat uit menselijke cellen, de rest is een mix van bacteriën, virussen en schimmels die samen je microbioom vormen.We passen ons nog steeds aan om met de wereld om ons heen om te gaan, en wetenschappers volgen de voortdurende evoluties in menselijke genen.</p> <p> Het gen voor lactosetolerantie heeft zich de afgelopen 100 generaties snel verspreid, waardoor meer mensen koemelk kunnen drinken.</p>""",,Human
107-animalia-orangutan,,,,Vertebrates,Primates,,,Pongo pygmaeus,,"""<p>The most arboreal of the great apes, orang-utans spend most of their time in trees in South East Asia.</p> <p> Orang-utans are incredibly dexterous and use both hands and feet while gathering food and travelling through the trees: so they don’t mind eating with their feet.</p>""",https://www.youtube.com/watch?v=VKtvEUuHWow,https://www.youtube.com/watch?v=uPB2AcuekpI,Orango,"""Gli oranghi, i più arboricoli tra le grandi scimmie, trascorrono la maggior parte del loro tempo sugli alberi del Sud-est asiatico. Gli oranghi sono incredibilmente abili e usano entrambe le mani e i piedi per raccolgliere il cibo e muoversi tra gli alberi: non hanno problemi a mangiare con i piedi.""",,107,Orang-oetan,"""<p> Orang-oetans zijn het meest boombewonend van alle mensapen en brengen het grootste deel van hun tijd door in de bomen in Zuidoost-Azië.</p> <p> Orang-oetans zijn ongelooflijk behendig en gebruiken zowel handen als voeten tijdens het verzamelen van voedsel en om zich te verplaatsen door de bomen: ze vinden het dus niet erg om met hun voeten te eten.</p>""",,Orang-utan
108-animalia-spidermonkey,,,,Vertebrates,Primates,,,Ateles geoffroyi,,"""<p>From Central America, spider monkeys are very acrobatic.</p> <p> American monkeys are the only ones able to use their tail for grabbing, hanging and swinging, functioning as an extra arm.</p>""",https://www.youtube.com/watch?v=JZdBZIqYFL4,https://www.youtube.com/watch?v=JZdBZIqYFL4,Scimmia ragno,"""Dall’America Centrale, le scimmie ragno sono molto acrobatiche. 
Le scimmie americane sono le uniche in grado di usare la coda per afferrare, appendere e dondolare, come se fosse un braccio in piu’.""",,108,Slingeraap,"""<p> Singeraapjes komen uit Centraal-Amerika en zijn erg acrobatisch.</p> <p> Amerikaanse apen zijn de enige die hun staart kunnen gebruiken om te grijpen, te hangen en te zwaaien, en functioneren zo als extra arm.</p>""",,Spider Monkey
109-animalia-chordata-lemur,,,,Vertebrates,Primates,,,Lemur catta,,"""<p>Like all lemurs, it is endemic to the island of Madagascar.</p> <p> Its tail is longer than its body!</p>
<p>The ring-tailed lemur’s Latin name is catta because of its cat-like looks. </p>
<p>King Julien from the Dreamworks animation, is the most famous ring-tailed lemur: LIKES TO MOVE IT, MOVE IT!</p>""",https://www.youtube.com/watch?v=mlObl4sJcG4,https://www.youtube.com/watch?v=jcjDrE1ye-E,Lemure dalla coda ad anelli,"""Come tutti i lemuri, è endemico dell’isola del Madagascar. La sua coda è più lunga del suo corpo!
Il nome latino è catta per via del suo aspetto felino.
Re Julien del film della Dreamworks Madagascar, è il lemure più famoso: 
PIACE COME TI MUOVI, MUOVI!""",,109,Ringstaartmaki,"""<p> Zoals alle Maki’s is hij endemisch voor het eiland Madagaskar.</p> <p> Zijn staart is langer dan zijn lichaam!</p> <p> De Latijnse naam van de ringstaartmaki is catta vanwege zijn katachtige uiterlijk.</p> <p> Koning Juliën uit de Dreamworks-animatie is de beroemdste ringstaartmaki: I LIKE TO MOVE IT, MOVE IT!’</p>''",,Ring-Tailed Lemur
110-animalia-mammifera-Field-Mouse,,,,Vertebrates,Mammals,,,Apodemus sylvaticus,"""<p>Mammals are vertebrate animals that are able to generate heat internally (differently from reptiles for example), have hair on their bodies, and produce milk to feed their babies.</p>
<p>SMALLEST: hog-nosed bat (1.4 gr)</p> <p> LARGEST: blue whale (136.000 kg).</p>""","""<p>In spite of its small size and very tiny stomach, this rodent has a big appetite, eating as often as 15 - 20 times per day. This is why mice live near food sources.</p> <p> Also, these flexible animals are capable of squeezing through spaces as small as the size of the section of a pencil.</p>""",https://www.youtube.com/watch?v=mOMJvDauMl8,https://www.youtube.com/watch?v=mOMJvDauMl8,Topo di campagna,"""Nonostante le sue piccole dimensioni e il suo stomaco molto piccolo, questo roditore ha un grande appetito e mangia fino a 15 - 20 volte al giorno. 
Ecco perchè i topi vivono vicino a fonti di cibo. 
Sono molto flessibili e capaci di infilarsi in spazi piccoli quanto la sezione di una matita.""",,110,Bosmuis,"""<p> Ondanks zijn kleine formaat en zeer kleine maag heeft dit knaagdier een grote eetlust, hij eet wel 15 tot 20 keer per dag. Daarom leven muizen in de buurt van voedselbronnen. </p> <p>Bovendien kunnen deze flexibele dieren zich door ruimtes wurmen zo klein als de diameter van een potlood.</p>""","“<p>Zoogdieren zijn gewervelde dieren die intern warmte kunnen produceren (anders dan bijvoorbeeld reptielen), haar op hun lichaam hebben en melk produceren om hun baby's te voeden.</p> <p> KLEINSTE: varkensneusvleermuis (1,4 gr) GROOTSTE: blauwe vinvis (136.000 kg).</p>“",Fieldmouse
111-animalia-chordata-european-rabbit,,,,Vertebrates,Mammals,,,Oryctolagus cuniculus,,"""<p>Rabbits are very social creatures that live in groups.</p> <p> They dig networks of burrows, where they spend most of their time together when not feeding. </p> <p>A rabbit’s teeth never stop growing! That is why they always need something to chew that helps grind their ever-growing teeth.</p>""",https://www.youtube.com/watch?v=XF4TimSeGiU,https://www.youtube.com/watch?v=XF4TimSeGiU,Coniglio europeo,"""I conigli sono molto sociali, vivono in gruppi. Scavano reti di tane, dove trascorrono insieme la maggior parte del tempo. 
Escono solo per mangiare. 
I denti di un coniglio non smettono mai di crescere! Ecco perché hanno sempre bisogno di qualcosa da masticare che li aiuti a consumare i denti in continua crescita.""",,111,Konijn,"""<p> Konijnen zijn erg sociale dieren die in groepen leven. Ze graven netwerken van holen waar ze de meeste tijd samen doorbrengen, behalve als ze voedsel zoeken. </p> <p> De tanden van een konijn stoppen nooit met groeien! Daarom hebben ze altijd iets nodig om op te kauwen dat helpt hun steeds groeiende tanden te slijpen.</p>""",,European rabbit
112-animalia-mammifera-African-Elephant,,,,Vertebrates,Mammals,,,Loxodonta africana,,"""<p>The world’s largest land animal.</p> <p> Their trunks are amazing: they have around 150,000 muscles, and are the most sensitive organ found in any mammal, it can contain up to 8 litres of water so are used to suck up water to drink, but also as a snorkel when elephants are swimming.</p>""",https://www.youtube.com/watch?v=v-xdWwDXRL0,https://www.youtube.com/watch?v=Aw6GkiCvcWs&t=17s,Elefante africano,"""L’animale terrestre più grande del mondo. 
Le proboscidi sono incredibili: hanno circa 150.000 muscoli, e sono l’organo più sensibile di qualsiasi mammifero, possono contenere fino a 8 litri d’acqua per cui li usano per aspirare l’acqua da bere, ma anche come boccaglio quando nuotano.""",,112,Afrikaanse olifant ,"""<p>Het grootste landdier ter wereld. Hun slurf is verbazingwekkend: hij heeft ongeveer 150.000 spieren en is het gevoeligste orgaan van alle zoogdieren. De slurf kan tot 8 liter water bevatten en wordt dus gebruikt om water op te zuigen om te drinken, maar ook als snorkel wanneer olifanten zwemmen.</p>""",,African elephant
113-animalia-chordata-mammifera-manatee,,,,Vertebrates,Mammals,,,Dugong dugon,,"""<p>Also called sea cow, it is one of four living species of the order Sirenia, also referred to by the common name sirens, deriving from the sirens of Greek mythology.</p> <p> This comes from a legend about their discovery, involving lonely sailors mistaking them for mermaids.</p>""",https://www.youtube.com/watch?v=PyDmNXIa8Fo,https://www.youtube.com/watch?v=PyDmNXIa8Fo,Du-gongo,"""Detto anche mucca di mare, è una delle quattro specie viventi dell’ordine Sirenia, derivante dalle sirene della mitologia greca. 
Leggenda vuole che i marinai solitari che ne scambiassero le code per quelle delle sirene.""",,113,Doejong ,"""<p>Ze wordt ook wel zeekoe genoemd en is een van de vier levende soorten van de orde Sirenia, ook wel sirenen genoemd, afgeleid van de sirenen uit de Griekse mythologie. Dit komt door een legende over hun ontdekking, waarbij eenzame zeelieden ze voor zeemeerminnen aanzagen.</p>""",,Du-gong
114-animalia-chordata-mammifera-anteater,,,,Vertebrates,Mammals,,,Myrmecophaga tridactyla,,"""<p>They have poor vision, but excellent hearing and sense of smell.</p> <p> Giant anteaters prey almost exclusively on social insects (i.e. ants and termites).</p> <p> Giant anteaters do not have teeth; instead, they have tongues that can reach as much as 610 mm in length! They use this giant tongue to gather insects for food, extending it up to 150 times per minute.</p> <p> They sleep as much as 15 hours each day and have relatively low metabolic rates, and has the lowest recorded body temperature of any placental mammal – 32.7° C.</p>""",https://www.youtube.com/watch?v=56nssP0-VWg,https://www.youtube.com/watch?v=IXhJ4pizEi4,Formichiere gigante,"""Hanno una vista scarsa, ma un udito e un olfatto eccellenti. I formichieri giganti predano quasi esclusivamente insetti sociali (cioè formiche e termiti). I formichieri giganti non hanno denti; hanno invece lingue che possono raggiungere anche i 610 mm di lunghezza! Usano questa lingua gigante per raccogliere gli insetti per il cibo, estendendola fino a 150 volte al minuto. Dormono fino a 15 ore al giorno, hanno un tasso metabolico relativamente basso e la temperatura corporea più bassa registrata tra tutti i mammiferi placentari: 32,7° C.""",,114,Reuzenmiereneter,"""<p>Ze zien slecht, maar hebben een uitstekend gehoor en reukvermogen.</p> <p> Reuzenmiereneters jagen bijna uitsluitend op sociale insecten (mieren en termieten). Ze hebben geen tanden, maar een tong die wel 610 mm lang kan worden! Ze gebruiken deze reuzentong om insecten te verzamelen en strekken hem tot 150 keer per minuut uit.</p> <p> Ze slapen 15 uur per dag en hebben een relatief lage stofwisseling. Hun lichaamstemperatuur is de laagste van alle placentazoogdieren, 32,7 °C.</p>""",,Giant Anteater
115-plecotus_austriacus-BAT,,,,Vertebrates,Mammals,,x,Plecotus austriacus,,"""<p>Bats hunt and move in the dark thanks to an ability called echolocation: they can sense the echo of the sound waves they emit to find obstacles and preys.</p> <p> So they have an exceptional hearing ability, their favourite sense that is why have their large ears.</p>""",https://www.youtube.com/watch?v=b3w9ZbRQIek,https://www.youtube.com/watch?v=b3w9ZbRQIek,Pipistrello orecchione grigio,"""La vista scarsa, ma udito e olfatto sono eccellenti. 
Il formichiere gigante preda quasi esclusivamente insetti sociali (formiche e termiti). 
Non ha denti; la lingua invece puo’ raggiungere anche i 610 mm di lunghezza! Viene usata per raccogliere gli insetti per il cibo, che estende fino a 150 volte al minuto. 
Dorme fino a 15 ore al giorno, ha un metabolismo relativamente basso e la temperatura corporea più bassa registrata tra tutti i mammiferi con placenta: 32,7° C.""",,115,Grijze grootoorvleermuis,"""<p>Vleermuizen jagen en bewegen in het donker dankzij een vaardigheid die echolocatie wordt genoemd: ze kunnen de echo voelen van de geluidsgolven die ze uitzenden om obstakels en prooien te vinden. Ze hebben dus een uitzonderlijk gehoorvermogen en dat verklaard hun grote oren.</p>’’",,Grey long-eared bat
116-animalia-european-hedgehog,,,,Vertebrates,Mammals,,x,Erinaceus europaeus,,"""<p>Hedgehogs are nocturnal which means that they sleep in the day and only come out at night.</p> <p> Hedgehogs have the ability to hibernate (although not all do). Hibernating means that they hole themselves up and stay in a dormant state for winter.</p>
<p>Hedgehogs have around 5000 to 7000 spines on their back, each lasting about a year before dropping out and being replaced.</p> <p> They have a vulnerable stomach, so they curl up into a spiky ball when predators such as badgers are around.</p>""",https://www.youtube.com/watch?v=TSwPV5qX5RM,https://www.youtube.com/watch?v=TSwPV5qX5RM,Porcospino europeo,"""I ricci sono animali notturni: dormono di giorno ed escono solo di notte. I ricci hanno la capacità di ibernare (anche se non tutti lo fanno). Ibernare significa che si rintanano e rimangono in uno stato dormiente per l’inverno.
I ricci hanno dalle 5.000 alle 7.000 spine sul dorso, ciascuna delle quali dura circa un anno prima di scomparire e essere sostituita. Hanno uno stomaco vulnerabile, quindi si rannicchiano in una palla appuntita quando ci sono predatori come ad esempio i tassi.""",,116,Egel,"""<p> Egels zijn nachtdieren, wat betekent dat ze overdag slapen en alleen ‘s nachts tevoorschijn komen.</p> <p> Egels kunnen een winterslaap houden (al doen ze dat niet allemaal).</p> <p> Ze hebben ongeveer 5000 tot 7000 stekels op hun rug die elk ongeveer een jaar meegaan voordat ze uitvallen en worden vervangen. Ze hebben een kwetsbare buik dus krullen ze zich op tot een stekelige bal als er roofdieren zoals dassen in de buurt zijn.</p>""",,European hedgehog
117-animalia-chordata-eventoed-black-rhyno-vero,,,,Vertebrates,Mammals,,,Diceros bicornis,,"""<p>The black rhino has a reputation for being extremely aggressive and charges readily at perceived threats. They have even been observed to charge tree trunks and termite mounds.</p> <p> Black rhinos will fight each other, and they have the highest rates of mortal combat recorded for any mammal:</p> <p> about 50% of males and 30% of females die from combat-related injuries.</p>""",https://www.youtube.com/watch?v=fj0W_2CHiuk,https://www.youtube.com/watch?v=fj0W_2CHiuk,Rinoceronte nero,"Il rinoceronte nero ha la reputazione di essere estremamente aggressivo e carica prontamente quando percepisce una minaccia. Sono stati osservati anche caricare tronchi d’albero e termitai. 
I rinoceronti neri combattono tra loro e hanno il più alto tasso di combattimenti mortali registrato tra tutti i mammiferi: circa il 50% dei maschi e il 30% delle femmine muoiono per ferite legate al combattimento.",,117,Zwarte neushoorn,"""<p> De zwarte neushoorn heeft de reputatie extreem agressief te zijn en ze vallen snel aan als ze zich bedreigd voelen. Er is zelf waargenomen dat ze boomstammen en termietenheuvels aanvallen.</p> <p>Gevechten tussen zwarte neushoorns hebben het hoogste percentage dodelijke afloop van alle zoogdieren: ongeveer 50% van de mannetjes en 30% van de vrouwtjes sterft aan verwondingen door gevechten.</p>""",,Black rhinoceros
118-animalia-horse,,,,Vertebrates,Mammals,,x,Equus ferus,,"""<p>The modern domesticated horse is a different sub-species Equus ferus caballus from the existing wild Equus ferus.</p>
<p>Wild horses are generally found in wide-open areas, and grasslands serve as the wild horses’ habitat.</p> <p> Wild horses generally recognize humans as threats and can easily attack if they feel threatened. Their attack could cause death as well.</p>""",https://www.youtube.com/watch?v=Zlhlj0Bzluo,https://www.youtube.com/watch?v=_uhIhkuh6zo,Cavallo,"""Il cavallo addomesticato moderno è una sottospecie diversa, Equus ferus caballus, dall’attuale Equus ferus selvatico.
I cavalli selvaggi si trovano generalmente in aree aperte e le praterie fungono da habitat per i cavalli selvaggi. I cavalli selvaggi generalmente riconoscono gli esseri umani come una minaccia e possono facilmente attaccare se si sentono minacciati. Il loro attacco potrebbe anche causare la morte.""",,118,Paard,"""<p>Het moderne gedomesticeerde paard Equus ferus caballus is een ondersoort van de bestaande wilde Equus ferus.</p> <p> Wilde paarden worden over het algemeen aangetroffen in open graslanden. Ze zien mensen over het algemeen als bedreiging en kunnen gemakkelijk aanvallen als ze zich bedreigd voelen. Hun aanval kan de dood tot gevolg hebben.</p>""",,Horse
119-animalia-asian-bactrian-camel,,,,Vertebrates,Mammals,,,Camelus bactrianus,,"""<p>The wild Bactrian camel is a completely different species from the domesticated camel. It is the only truly wild camel left in the world!</p> <p> These amazing animals are some of the toughest creatures on Earth. They survive in places where the temperature changes a lot—burning hot (+40°C) in summer and freezing cold (-30°C) in winter.</p>
<p>Their humps store fat, which gives them energy and helps them go a long time without water.</p> <p> Their big, wide feet help them walk easily on soft sand and rough, rocky ground.</p>""",https://www.youtube.com/watch?v=t6nyWd3w3Gs,https://www.youtube.com/watch?v=pMZXViDkKME,Cammello asiatico,"""Il cammello selvaggio della Battriana, è una specie diversa da quella selvatica addomesticata, è l’unica specie di cammello veramente selvaggia al mondo. È una delle creature più adattabili del pianeta. Possono sopportare sbalzi termici estremi, oscillando tra +40°C in estate e -30°C in inverno.
Usano le gobbe per immagazzinare energia e acqua e i loro grandi piedi per galleggiare sulla sabbia o attraversare terreni rocciosi difficili.""",,119,Kameel,"""<p>De wilde Bactrische kameel is een andere soort dan de gedomesticeerde kameel en is de enige echt wilde kameelsoort ter wereld.</p> <p> Het is een van de schepsels op aarde met het grootste aanpassingsvermogen. Ze zijn bestand tegen extreme temperatuurschommelingen, van +40°C in de zomer tot -30°C in de winter. </p> <p>Ze gebruiken hun bulten om energie en water op te slaan en hun grote voeten om niet in het zand weg te zakken en om over moeilijke rotsachtige grond te lopen.</p>""",,Asian camel
